nearest stattion,number of stops within 2kms
459.9805177,20
627.7403521,19
590.8907829,19
459.9805177,20
1325.004144,3
496.8879927,19
459.9805177,20
627.7403521,19
297.9080049,19
782.6803553,11
782.6803553,11
127.4255404,15
459.9805177,20
1586.400324,1
627.7403521,19
0,0
590.8907829,19
459.9805177,20
459.9805177,20
590.8907829,19
848.9093294,11
848.9093294,11
848.9093294,11
1445.993289,5
540.1894998,19
21.97050707,18
0,0
806.3829169,3
676.6519084,17
1154.62914,3
1522.2446,2
1134.681327,5
1024.112022,6
529.7511015,6
455.6148365,13
652.1012058,16
137.2083349,15
414.5139867,13
1470.433516,5
326.3827472,15
0,0
1522.2446,2
199.5611402,16
1979.529259,1
326.3827472,15
256.9063795,16
127.4255404,15
1746.894851,1
0,0
423.0992497,5
1893.114812,1
127.4255404,15
137.2083349,15
377.2128276,16
459.9805177,20
127.4255404,15
0,0
540.1894998,19
848.9093294,11
848.9093294,11
848.9093294,11
459.9805177,20
627.7403521,19
590.8907829,19
459.0038649,20
377.2128276,16
377.2128276,16
0,0
459.9805177,20
627.7403521,19
459.9805177,20
459.9805177,20
576.6209825,17
127.4255404,15
1820.279205,2
627.7403521,19
459.0038649,20
590.8907829,19
485.5048565,18
485.5048565,18
485.5048565,18
590.8907829,19
459.9805177,20
590.8907829,19
1582.984577,3
459.9805177,20
459.9805177,20
459.9805177,20
459.0038649,20
334.2697023,5
627.7403521,19
1815.217907,2
782.6803553,11
297.9080049,19
493.232073,4
627.7403521,19
496.8879927,19
529.7511015,6
137.2083349,15
873.5447496,5
334.2697023,5
1629.560648,1
627.7403521,19
0,0
496.8879927,19
459.9805177,20
459.9805177,20
459.0038649,20
590.8907829,19
590.8907829,19
459.0038649,20
424.2003171,4
590.8907829,19
381.6369424,14
1656.966551,1
0,0
373.3252511,3
1656.966551,1
459.9805177,20
1545.535224,1
0,0
0,0
459.9805177,20
590.8907829,19
627.7403521,19
590.8907829,19
590.8907829,19
459.0038649,20
627.7403521,19
540.1894998,19
0,0
459.9805177,20
496.8879927,19
627.7403521,19
377.2128276,16
459.9805177,20
540.1894998,19
627.7403521,19
590.8907829,19
459.9805177,20
459.9805177,20
459.9805177,20
459.0038649,20
590.8907829,19
1581.712169,5
1724.307729,1
459.0038649,20
1867.56758,1
459.0038649,20
459.0038649,20
278.187147,18
1858.981263,1
1496.040312,5
1875.209428,1
127.4255404,15
560.2116495,19
1900.609116,1
1581.712169,5
424.2003171,4
459.0038649,20
560.2116495,19
459.9805177,20
459.9805177,20
590.8907829,19
496.8879927,19
590.8907829,19
459.9805177,20
459.9805177,20
459.9805177,20
540.1894998,19
459.0038649,20
459.9805177,20
540.1894998,19
390.0291145,19
521.5180378,19
496.8879927,19
459.9805177,20
1121.459496,7
1948.375602,1
377.2128276,16
625.3459493,17
0,0
540.1894998,19
496.8879927,19
381.6369424,14
540.1894998,19
459.0038649,20
1335.882382,1
751.9052243,16
459.9805177,20
627.7403521,19
1986.048378,1
1610.807529,2
1259.698798,7
1961.61711,1
1961.61711,1
296.4596027,3
1610.807529,2
1610.807529,2
459.9805177,20
459.9805177,20
590.8907829,19
459.9805177,20
590.8907829,19
459.9805177,20
459.0038649,20
1712.446438,2
459.9805177,20
782.6803553,11
1506.10348,3
0,0
848.9093294,11
0,0
848.9093294,11
1760.491943,1
499.1781135,4
499.1781135,4
0,0
1408.857992,3
459.9805177,20
0,0
496.8879927,19
961.8046783,7
627.7403521,19
824.7647639,7
792.1681284,3
0,0
152.4361359,16
0,0
0,0
0,0
961.8046783,7
585.6633518,12
1812.789239,1
0,0
887.3959433,8
127.4255404,15
1717.856687,4
381.6369424,14
627.7403521,19
459.9805177,20
590.8907829,19
459.0038649,20
1166.885329,3
521.5180378,19
459.9805177,20
615.5817041,5
1902.398471,1
1867.671154,1
1668.618523,2
127.4255404,15
459.9805177,20
590.8907829,19
590.8907829,19
459.9805177,20
459.0038649,20
459.9805177,20
297.9080049,19
381.6369424,14
459.9805177,20
459.9805177,20
496.8879927,19
1144.23031,5
0,0
0,0
683.2895598,17
848.9093294,11
127.4255404,15
0,0
1543.149271,1
676.637719,10
493.232073,4
540.1894998,19
0,0
0,0
381.6369424,14
381.6369424,14
1351.047035,3
1152.197747,8
824.7034181,14
496.8879927,19
590.8907829,19
546.5320632,18
459.0038649,20
459.0038649,20
459.9805177,20
256.9063795,16
155.7761467,19
377.2128276,16
0,0
297.9080049,19
0,0
297.9080049,19
152.4361359,16
1893.860322,1
848.9093294,11
1259.698798,7
459.9805177,20
1818.379823,2
1024.521744,8
0,0
1536.85047,1
0,0
127.4255404,15
1533.747615,1
1325.004144,3
765.2271706,5
627.7403521,19
1409.595102,4
827.2939838,5
0,0
0,0
127.4255404,15
529.7511015,6
0,0
368.7424145,8
1144.23031,5
0,0
1144.23031,5
824.7647639,7
540.1894998,19
824.7034181,14
918.6317167,8
1152.197747,8
1342.554449,4
459.9805177,20
1134.681327,5
1144.23031,5
0,0
529.7511015,6
0,0
0,0
377.2128276,16
377.2128276,16
1899.033628,1
1134.681327,5
1144.23031,5
1144.23031,5
493.232073,4
1694.04972,2
1063.205395,7
1079.894355,5
1908.553669,1
127.4255404,15
609.4892388,13
609.4892388,13
127.4255404,15
609.4892388,13
1314.85875,1
0,0
1430.761574,1
1960.523903,1
490.1812577,6
1134.681327,5
1144.23031,5
21.97050707,18
1826.368786,1
0,0
334.2697023,5
1422.486538,1
459.9805177,20
1740.952959,2
918.6317167,8
523.0643049,5
935.4697311,8
1542.773169,2
1422.486538,1
1533.747615,1
0,0
562.2984086,4
1533.766363,1
152.4361359,16
781.7704516,3
848.9093294,11
0,0
1965.61735,1
875.199675,3
314.3755946,3
716.0831747,9
0,0
875.199675,3
423.1332383,3
1128.157147,5
1533.747615,1
1152.197747,8
152.4361359,16
523.0643049,5
1020.313786,6
499.1781135,4
459.0038649,20
590.8907829,19
590.8907829,19
496.8879927,19
1554.940327,3
0,0
0,0
757.6697813,10
390.0291145,19
0,0
459.9805177,20
0,0
627.7403521,19
1270.423695,2
496.8879927,19
1311.230526,1
0,0
848.9093294,11
459.0038649,20
562.2984086,4
540.1894998,19
496.8879927,19
390.0291145,19
377.2128276,16
1357.51657,3
1483.478209,1
1641.081186,3
0,0
0,0
0,0
377.2128276,16
127.4255404,15
1058.70413,8
1364.173236,3
1641.081186,3
716.0831747,9
749.1099381,4
252.5124246,15
1641.081186,3
0,0
1364.173236,3
562.2984086,4
238.250228,15
560.2116495,19
1641.081186,3
459.0038649,20
1364.173236,3
950.5649851,9
420.4558245,4
1144.23031,5
459.0038649,20
1058.70413,8
0,0
1058.70413,8
627.7403521,19
609.4892388,13
1604.113814,2
1429.639969,3
1931.180394,1
0,0
1582.984577,3
1058.70413,8
614.8142531,17
1364.173236,3
493.232073,4
627.7403521,19
1245.379191,3
560.2116495,19
609.4892388,13
1751.761708,2
359.2486761,14
289.7110047,3
0,0
1961.61711,1
1871.73633,1
1356.174135,3
560.2116495,19
815.9774798,3
552.6503291,18
999.6975019,7
1961.61711,1
585.6633518,12
1144.23031,5
935.4697311,8
585.6633518,12
1058.70413,8
1322.215826,2
1016.87853,6
546.5320632,18
229.7149163,17
0,0
915.5356871,4
1016.87853,6
1018.150455,6
0,0
1533.747615,1
820.6260398,17
0,0
1308.898712,5
1582.984577,3
556.4895736,5
1892.456657,1
1968.843383,1
450.1741087,18
0,0
0,0
0,0
815.9774798,3
1314.85875,1
1322.215826,2
0,0
1871.73633,1
1414.640669,1
0,0
0,0
815.9774798,3
1931.180394,1
493.232073,4
1422.486538,1
823.3307786,10
751.9052243,16
1144.23031,5
1157.847469,3
127.4255404,15
1163.442907,3
1403.00601,5
809.1965924,3
1422.486538,1
1931.180394,1
343.9944911,18
918.5316719,7
663.02573,9
663.02573,9
1314.85875,1
419.0416578,18
1704.384691,4
576.6209825,17
305.440736,15
1144.23031,5
1144.23031,5
1142.964646,2
127.4255404,15
1533.747615,1
1058.70413,8
256.9063795,16
1656.966551,1
0,0
0,0
420.4558245,4
0,0
0,0
0,0
761.1868221,11
420.4558245,4
0,0
498.6564519,11
1006.614783,4
1144.23031,5
0,0
698.8687897,3
420.4558245,4
459.9805177,20
0,0
0,0
0,0
1964.661337,1
1892.456657,1
127.4255404,15
627.7403521,19
1486.431047,5
1311.230526,1
420.4558245,4
420.4558245,4
1927.555917,1
296.4596027,3
1538.856775,1
1132.034412,3
127.4255404,15
127.4255404,15
935.4697311,8
1134.681327,5
0,0
559.0811907,4
127.4255404,15
848.9093294,11
0,0
560.2116495,19
459.9805177,20
1455.887679,1
840.9695524,17
846.451241,7
0,0
0,0
0,0
773.8398062,4
420.4558245,4
0,0
493.232073,4
1702.229832,4
0,0
428.7793564,8
0,0
1314.85875,1
1314.85875,1
493.232073,4
0,0
1756.281113,1
560.2116495,19
848.9093294,11
278.187147,18
1522.2446,2
0,0
935.4697311,8
1134.681327,5
289.7110047,3
1144.23031,5
1854.333095,3
615.5817041,5
0,0
1964.661337,1
1053.212863,6
289.7110047,3
152.4361359,16
152.4361359,16
1134.681327,5
1314.82405,4
1527.52024,3
1829.999474,2
0,0
0,0
493.232073,4
961.8046783,7
627.7403521,19
1024.112022,6
0,0
0,0
0,0
1899.947535,1
1134.681327,5
945.5037674,3
1749.25895,1
493.232073,4
1533.747615,1
0,0
546.5320632,18
256.9063795,16
398.2342041,13
398.2342041,13
0,0
590.8907829,19
609.4892388,13
1016.87853,6
1409.595102,4
1364.173236,3
0,0
0,0
721.8604722,18
0,0
1647.906032,1
0,0
0,0
1753.107115,1
848.9093294,11
1024.112022,6
840.9695524,17
0,0
1543.056097,1
665.8184759,4
1986.048378,1
1892.456657,1
0,0
1409.722802,1
848.9093294,11
1875.045791,1
609.4892388,13
1830.981344,1
127.4255404,15
1013.328849,5
758.5487206,6
152.4361359,16
525.5816284,17
0,0
416.0855332,4
1058.70413,8
431.0979321,4
1960.691317,1
490.1812577,6
1986.048378,1
1016.87853,6
1875.045791,1
0,0
1986.048378,1
809.1965924,3
986.1642894,5
1690.173745,1
1986.048378,1
1422.506753,1
0,0
1694.04972,2
1428.105746,3
1986.048378,1
1204.016264,2
1756.281113,1
897.0966199,3
780.2960769,6
696.3534852,4
1364.173236,3
765.2271706,5
1391.583908,2
493.232073,4
438.6319059,6
848.9093294,11
1364.173236,3
0,0
1409.722802,1
1315.29966,3
683.2895598,17
420.4558245,4
1203.944609,2
1144.23031,5
0,0
1756.281113,1
289.7110047,3
1134.681327,5
1201.818728,3
0,0
1293.2014,4
0,0
1314.85875,1
0,0
1627.953249,2
0,0
0,0
1239.394844,3
665.8184759,4
1422.506753,1
1263.638363,2
1610.807529,2
1311.230526,1
463.376389,11
289.7110047,3
1981.705673,1
289.7110047,3
1048.346951,3
1960.523903,1
1851.786396,1
499.1781135,4
499.1781135,4
0,0
1854.333095,3
0,0
691.8375591,5
0,0
1359.948603,5
1255.013604,5
0,0
717.0203505,13
283.4608146,15
452.1257047,4
1293.2014,4
493.232073,4
628.3697738,8
0,0
815.1047441,16
0,0
1336.248288,4
1961.61711,1
0,0
0,0
1619.178668,2
0,0
1306.702143,5
1093.185984,4
431.0979321,4
696.3534852,4
562.2984086,4
0,0
717.776717,7
1163.442907,3
897.0966199,3
0,0
0,0
1582.984577,3
1382.35349,2
381.6369424,14
1641.081186,3
743.0336405,8
331.4946982,4
1352.207916,2
199.5611402,16
0,0
381.6369424,14
1641.081186,3
1641.081186,3
167.9601804,3
1822.300689,1
1920.593817,1
1961.61711,1
625.3459493,17
193.5957723,3
0,0
1934.148785,1
0,0
1500.568752,3
1900.609116,1
0,0
1961.61711,1
230.7910895,3
546.5320632,18
127.4255404,15
959.2235186,6
543.1305803,4
0,0
546.5320632,18
0,0
1927.555917,1
493.232073,4
0,0
0,0
802.1661708,4
478.5256666,18
0,0
0,0
469.0044998,18
676.6519084,17
1134.681327,5
0,0
1365.083831,3
1961.61711,1
0,0
1513.792361,5
127.4255404,15
0,0
0,0
0,0
1641.081186,3
230.7910895,3
452.1257047,4
0,0
876.3161193,8
1960.691317,1
1830.34167,1
1641.081186,3
1959.836105,1
0,0
0,0
1849.711642,1
0,0
0,0
127.4255404,15
435.8245757,14
127.4255404,15
499.1781135,4
574.0710207,9
0,0
664.4106444,7
1510.529816,3
0,0
0,0
431.0979321,4
0,0
918.5316719,7
0,0
1892.456657,1
977.510176,4
824.7647639,7
357.8242928,6
1929.281974,3
742.94,5
1265.521327,5
1961.61711,1
809.1965924,3
1422.506753,1
1011.417731,5
1827.03012,1
0,0
0,0
1961.61711,1
202.817878,3
1641.081186,3
0,0
1871.73633,1
0,0
480.5034705,13
420.4558245,4
431.0979321,4
1641.081186,3
1989.355954,1
468.111136,10
1351.047035,3
1314.85875,1
893.1880978,13
0,0
852.627855,5
950.5649851,9
1378.248573,3
1937.966616,1
798.7248178,7
1961.61711,1
872.826843,7
0,0
693.7900409,7
693.7900409,7
1647.906032,1
935.4697311,8
1786.058156,4
1854.333095,3
1250.689408,4
1500.568752,3
1016.87853,6
1934.148785,1
1486.737121,2
1641.081186,3
1293.2014,4
1082.32898,3
1957.884244,1
0,0
1704.384691,4
1314.85875,1
0,0
1472.78451,5
0,0
1049.92929,11
0,0
0,0
1378.248573,3
420.4558245,4
1641.081186,3
0,0
1641.081186,3
1315.29966,3
1968.843383,1
1510.529816,3
1702.229832,4
1832.644348,1
0,0
1641.081186,3
0,0
780.2960769,6
420.4558245,4
0,0
0,0
1641.081186,3
0,0
1653.781778,1
1704.384691,4
232.0749311,17
232.0749311,17
804.3613475,8
255.4487834,19
463.5824352,21
353.6073765,18
545.957971,13
545.957971,13
442.4576632,18
747.9494586,8
804.3613475,8
747.9494586,8
363.0952621,17
375.8149355,17
571.5041739,19
753.249227,7
220.1670287,15
162.705078,15
363.0952621,17
220.1670287,15
610.8487338,4
753.249227,7
753.249227,7
487.1176342,16
597.5434983,9
1031.0227,10
248.5621041,10
720.2692855,8
597.5434983,9
338.4732824,12
222.2523765,13
517.7842271,13
597.5434983,9
720.2692855,8
200.0835511,12
597.5434983,9
612.4650918,9
597.5434983,9
597.5434983,9
150.0030342,12
150.0030342,12
219.384242,10
289.0158265,13
532.7935632,10
720.2692855,8
289.0158265,13
597.5434983,9
200.0835511,12
383.6953928,14
306.9408498,14
612.4650918,9
590.4293656,10
612.4650918,9
612.4650918,9
424.7744812,14
282.6044305,12
424.7744812,14
612.4650918,9
612.4650918,9
612.4650918,9
523.3190382,11
612.4650918,9
846.1303144,10
818.0326936,9
612.4650918,9
612.4650918,9
256.8085236,9
278.0817183,9
506.1723733,10
511.8365357,11
651.5108624,11
612.4650918,9
612.4650918,9
307.7531053,14
147.0833017,12
307.7531053,14
426.1255049,9
612.4650918,9
612.4650918,9
818.0326936,9
566.6843385,10
213.3400638,12
612.4650918,9
200.0835511,12
590.4293656,10
304.7549839,17
506.1723733,10
85.76209862,12
566.6843385,10
532.7935632,10
147.0833017,12
147.0833017,12
566.6843385,10
612.4650918,9
612.4650918,9
454.5238206,15
518.2713087,15
612.4650918,9
147.0833017,12
812.8503678,10
370.0039459,15
281.0633259,12
566.6843385,10
219.384242,10
566.6843385,10
443.9440537,12
333.7426267,8
710.0631356,11
147.0833017,12
597.5434983,9
597.5434983,9
741.422257,10
397.0343438,11
532.7935632,10
532.7935632,10
597.5434983,9
720.2692855,8
597.5434983,9
612.4650918,9
148.8725628,13
612.4650918,9
566.6843385,10
597.5434983,9
147.0833017,12
162.893385,12
517.7842271,13
326.6423888,16
812.8503678,10
49.6455835,8
454.4771821,15
224.0101355,15
355.9967679,9
412.8285255,14
511.8326494,14
214.3282634,8
566.6843385,10
252.7987763,14
508.4004333,11
597.5434983,9
249.9992235,13
397.1335957,15
801.5370144,11
737.2599146,10
256.8085236,9
523.3190382,11
597.5434983,9
818.0326936,9
506.1723733,10
176.803212,14
370.6174757,12
122.2605145,8
597.5434983,9
597.5434983,9
612.4650918,9
193.8266141,15
612.4650918,9
318.7218214,15
409.4621906,15
388.4004882,14
390.9268329,10
397.1335957,15
590.4293656,10
612.4650918,9
636.99253,10
612.4650918,9
150.3008914,8
479.2748689,11
228.5702133,14
489.2630715,13
1138.261543,10
219.4075216,12
338.4732824,12
614.5295163,10
193.8266141,15
597.5434983,9
130.0243116,8
318.7218214,15
338.4732824,12
1230.410195,8
1031.0227,10
268.6889427,16
395.5885757,14
566.6843385,10
421.9998399,14
523.3190382,11
150.0030342,12
446.0988567,11
268.6889427,16
326.6423888,16
335.0115672,15
240.2411631,15
597.5434983,9
566.6843385,10
566.6843385,10
566.6843385,10
1099.313497,10
597.5434983,9
309.228164,11
354.9080611,14
192.7429882,9
446.1572561,15
532.7935632,10
286.1114708,13
1230.410195,8
338.4732824,12
523.3190382,11
262.2058154,14
454.4771821,15
812.8503678,10
236.8951179,10
1194.469824,9
566.6843385,10
213.3481528,8
617.3752845,11
850.4904454,11
454.5238206,15
217.7360862,12
489.2630715,13
428.7746394,14
489.2630715,13
385.4761971,11
489.2630715,13
508.4004333,11
338.4732824,12
523.3190382,11
532.7935632,10
566.6843385,10
421.9998399,14
385.4761971,11
311.5260161,10
837.1333274,10
394.8627851,11
142.950269,15
338.4732824,12
397.1335957,15
496.5240709,9
770.542584,11
304.7549839,17
252.7987763,14
343.6453444,14
741.422257,10
338.4732824,12
187.582026,9
341.5374368,10
360.5196861,12
289.5732543,12
467.4878215,14
326.6423888,16
346.9520804,11
523.3190382,11
214.3282634,8
193.8266141,15
311.5260161,10
273.2478392,10
397.1335957,15
341.5374368,10
1138.261543,10
341.5374368,10
257.365334,15
256.8085236,9
352.0301399,13
326.6423888,16
830.8499207,10
819.6356032,10
187.582026,9
257.365334,15
326.6423888,16
263.4717897,13
304.7549839,17
435.5877578,10
770.542584,11
670.6619329,12
670.6619329,12
397.1335957,15
388.4004882,14
326.0600595,12
326.6423888,16
85.76209862,12
333.7426267,8
410.0714123,14
814.1858354,10
187.582026,9
540.2824827,8
540.2824827,8
187.582026,9
326.6423888,16
483.783494,14
326.6423888,16
443.9440537,12
341.5374368,10
591.8063133,11
480.4756371,11
341.5374368,10
480.6867877,11
213.3400638,12
326.6423888,16
118.8116708,15
131.0383985,12
412.4997732,11
118.8116708,15
118.8116708,15
150.0030342,12
341.5374368,10
412.4997732,11
341.5374368,10
341.5374368,10
118.8116708,15
326.6423888,16
341.5374368,10
193.8266141,15
341.5374368,10
341.5374368,10
341.5374368,10
341.5374368,10
326.6423888,16
326.6423888,16
326.6423888,16
326.6423888,16
222.7732844,10
1331.84692,5
1300.427155,4
1633.120974,4
482.331364,6
1052.9561,3
1160.72864,3
1160.72864,3
237.1624017,2
1194.391367,3
939.7824411,3
1393.442923,3
939.7824411,3
902.374959,2
544.7850855,2
1249.153797,2
841.4470418,2
928.19848,3
1075.216555,2
1100.389342,2
1075.216555,2
1100.389342,2
979.9583928,2
825.9686037,2
839.1637336,3
1341.914465,2
459.7435384,2
1238.995707,2
701.352823,3
656.944702,2
1406.295506,2
825.9686037,2
825.9686037,2
1175.670094,5
1175.670094,5
271.7947642,3
979.4317536,2
292.6678461,3
1245.770591,2
1511.169334,1
1641.809812,2
1553.489162,2
758.4615087,3
758.4615087,3
741.3536365,3
652.6616743,4
1499.770142,2
1409.592569,2
1441.820181,3
859.5780384,4
810.3335049,3
1736.656945,2
1443.45073,3
841.8208642,2
991.6439389,2
546.6272912,2
1289.096559,2
1293.837256,1
648.441055,2
1293.837256,1
753.3323949,3
1394.198735,3
1254.970771,1
544.9668412,5
1587.072693,2
1466.448947,2
710.960274,4
1087.831296,2
1376.981843,1
1075.70031,3
1560.31152,1
1180.787845,3
94.66781021,3
1042.846655,3
925.9377105,5
108.7270769,3
1060.228991,2
1060.228991,2
1060.228991,2
1060.228991,2
1462.765449,4
1026.554561,5
838.3015612,3
271.7947642,3
1254.532534,1
1672.665638,3
1022.905961,3
1719.97148,3
1060.228991,2
1060.228991,2
711.4229642,3
617.7319572,3
104.4320367,2
108.7270769,3
399.642395,3
908.4434234,3
792.2702023,4
728.0470998,3
1409.592569,2
1273.213535,2
622.3228488,4
525.6989365,4
849.2892401,3
1135.373917,3
972.1923134,2
1288.971645,3
1721.048762,1
784.6042615,4
774.4036225,3
736.9882145,3
377.1452553,2
702.7409066,2
98.76646494,3
741.961048,4
692.3112136,3
547.3526128,3
805.8140046,4
1441.803267,3
1605.173423,3
1031.894526,4
493.4639776,2
455.3142186,4
712.2235033,3
1441.803267,3
646.9147139,3
931.0823392,4
812.5393975,3
1441.803267,3
392.7609031,2
1361.526338,2
1566.641031,3
1566.641031,3
570.5760359,3
395.3929508,3
1535.85477,4
554.4609998,2
728.0470998,3
1449.17124,2
893.1788576,3
627.1752504,3
1502.064855,3
570.5760359,3
1449.17124,2
564.4616934,3
898.177345,3
1291.486019,2
459.2454846,3
1349.763721,1
859.5780384,4
248.0953986,3
907.9795258,4
833.2310825,2
170.7843129,3
810.3335049,3
606.0065417,3
1197.75541,2
699.5688404,4
1053.094822,3
976.1507419,3
1443.45073,3
793.5172447,3
225.7186512,2
1153.329171,3
1026.554561,5
1427.64739,2
1053.181002,4
1025.541054,4
395.3929508,3
1566.641031,3
1099.26633,3
590.4146834,3
1285.43538,2
1025.541054,4
497.3461677,3
820.4976606,4
737.6925957,2
1586.587455,4
1270.331074,3
776.5434959,4
479.7743496,3
701.1203569,3
1586.587455,4
1566.641031,3
504.4674173,3
749.6282015,4
504.3867062,3
1441.803267,3
1655.569222,1
777.9388837,5
1590.709852,1
1605.173423,3
1673.184631,3
496.4310082,4
98.76646494,3
525.6989365,4
1441.803267,3
1449.17124,2
1357.45046,3
404.1382669,3
753.2300752,2
1441.803267,3
1477.486917,3
1040.689302,5
883.5896857,2
610.9410192,4
1619.312739,4
1355.716556,3
1443.45073,3
184.0269652,3
339.3667114,3
480.9738139,3
159.6036682,3
1467.094875,2
1650.818433,5
1650.818433,5
273.251976,3
873.4803035,3
972.1923134,2
0,0
0,0
504.4674173,3
1370.678659,4
846.5341814,3
1167.378165,2
855.5677996,2
568.57831,3
747.9531431,3
855.5677996,2
893.1788576,3
370.0347385,3
1105.153983,3
646.9147139,3
330.4882225,3
1013.654859,4
873.4803035,3
538.1474825,2
622.6166547,2
475.0551691,3
605.9689103,2
570.7235152,3
1387.126351,2
767.197994,3
1536.036879,2
1468.763624,3
570.5760359,3
1566.641031,3
1566.641031,3
1059.246141,3
825.6661921,2
1441.803267,3
1357.45046,3
1441.803267,3
1441.803267,3
1441.803267,3
1383.301728,2
1318.169382,2
436.1376668,3
1015.650012,3
1441.803267,3
1755.920962,3
1078.216937,3
854.4269152,2
223.5287125,3
46.65184261,2
707.4269711,3
570.7235152,3
1441.803267,3
1252.622221,2
1441.803267,3
948.9219619,4
965.3209477,2
1318.169382,2
1441.803267,3
1172.361781,4
278.7731117,3
1260.375396,5
606.0065417,3
741.4253108,3
728.0470998,3
1505.888591,3
972.1923134,2
909.3304202,3
1029.972604,4
1754.586536,2
825.9686037,2
1441.803267,3
1605.173423,3
825.9686037,2
1441.803267,3
749.6282015,4
1149.425397,3
1187.928785,2
1441.803267,3
830.420431,3
1441.803267,3
830.420431,3
351.9154816,3
1205.524339,2
989.8678783,3
98.76646494,3
846.5341814,3
1605.173423,3
1682.411898,2
612.1386839,2
187.9334258,3
1441.803267,3
730.4225619,3
184.0269652,3
1437.050644,3
156.9966713,3
603.0465364,3
1102.314496,2
747.9531431,3
976.0650882,3
1025.541054,4
629.7649859,3
1734.809788,3
1441.803267,3
1026.554561,5
851.630484,4
170.7843129,3
309.3786209,3
741.3536365,3
728.6245772,3
98.76646494,3
574.1268976,2
646.6533687,3
219.6647761,2
627.8049182,2
841.1071899,3
574.1268976,2
436.3130556,2
746.4540526,2
221.7800781,3
1006.791847,3
606.0065417,3
391.4218283,3
1518.184774,2
1663.02028,3
1236.088524,3
972.1923134,2
1441.803267,3
1236.088524,3
972.1923134,2
1441.803267,3
695.0891741,3
570.5760359,3
1015.650012,3
1360.667945,1
859.6704486,3
675.3279744,3
1441.803267,3
1417.150615,3
1441.803267,3
184.0269652,3
1187.76448,3
1252.91468,2
1415.644551,2
329.8387549,3
223.5287125,3
399.3508968,3
652.7603978,3
1352.814502,2
1500.134041,3
754.4600013,2
1431.324107,5
675.3279744,3
479.0205669,3
449.895651,3
1441.803267,3
1043.710832,3
449.895651,3
1441.803267,3
504.3867062,3
545.8957917,2
754.7964104,2
1070.726004,4
1553.797128,1
698.1973112,3
1337.689341,2
1053.748833,2
1429.419425,3
974.7603493,2
629.7649859,3
1018.943714,4
1137.661373,3
860.4652112,3
449.895651,3
1615.920688,2
747.9531431,3
666.9772587,3
1198.549199,1
289.3631142,3
1187.76448,3
748.7402491,2
1306.322031,5
840.5538869,4
792.2702023,4
652.7571755,3
1031.909353,3
1055.36783,2
679.206818,3
1650.818433,5
321.3970005,4
666.9772587,3
914.3108181,4
217.004091,3
527.5871641,2
1593.106816,5
675.3279744,3
904.0893901,2
449.895651,3
184.0269652,3
0,0
749.6282015,4
606.0065417,3
747.9531431,3
309.5935403,3
655.3998171,4
217.004091,3
776.5991743,3
851.630484,4
749.6282015,4
747.9531431,3
1502.064855,3
698.1973112,3
614.7776394,2
741.4253108,3
1038.539885,3
1110.90494,2
446.051284,3
1023.065394,3
1904.058683,1
749.6282015,4
1661.799912,1
1040.434862,2
1439.907204,1
632.7975346,3
998.9755445,2
1513.437257,3
683.7160423,2
438.947118,3
998.9755445,2
1513.437257,3
683.7160423,2
438.947118,3
908.4434234,3
667.7699193,4
1446.65511,4
1627.217236,3
477.9301898,2
747.9531431,3
664.978407,2
632.7975346,3
839.1637336,3
1650.818433,5
646.6533687,3
861.8922349,2
1299.912739,2
792.2702023,4
0,0
1023.065394,3
223.5287125,3
509.9723797,3
1729.971045,5
291.2331643,3
809.8540461,3
768.8101501,3
938.0324154,3
841.1071899,3
431.3719633,4
742.2075628,5
98.76646494,3
1305.226456,2
1042.846655,3
439.9534146,3
1615.582082,2
1560.31152,1
260.9889559,3
976.0650882,3
1285.43538,2
611.391711,5
399.5000323,3
591.9409586,3
1390.676361,4
861.8922349,2
1295.089937,2
1087.245081,4
1018.900283,2
1340.640364,5
1993.472739,1
1335.930575,3
1018.900283,2
1340.640364,5
1993.472739,1
1335.930575,3
1736.656945,2
646.6533687,3
839.0451966,3
137.2732087,3
574.1268976,2
1464.415977,2
1441.803267,3
156.9966713,3
1441.803267,3
1729.971045,5
420.701062,3
414.9052746,2
0,0
475.0551691,3
312.8338322,3
420.701062,3
478.0843083,3
1867.10817,2
852.4487147,3
585.9449343,4
915.9540472,3
222.9474842,3
1289.875439,3
879.8742604,3
1289.875439,3
841.1071899,3
747.6046586,2
747.6046586,2
603.0465364,3
1400.771449,2
673.7842144,3
1441.803267,3
608.619104,2
184.0269652,3
267.8334788,3
1441.803267,3
545.0521972,4
1441.803267,3
1441.803267,3
833.8118298,4
823.7407987,2
1441.803267,3
639.4197484,2
823.7407987,2
1605.173423,3
1250.820653,2
391.4218283,3
223.5287125,3
1467.282457,1
1471.705213,3
1441.803267,3
815.3201154,4
603.5575506,3
1335.381926,3
1772.811059,1
1321.527649,1
504.3867062,3
364.4452844,3
1553.434088,3
0,0
809.8540461,3
833.5170563,2
0,0
770.449877,3
1441.803267,3
861.8922349,2
823.7407987,2
823.3555099,2
1040.434862,2
0,0
731.0214785,3
1604.484214,3
504.3867062,3
390.684689,3
509.1591299,3
184.0269652,3
390.684689,3
263.0125084,3
442.8083456,3
504.3867062,3
1065.172705,4
646.6533687,3
1441.803267,3
1441.803267,3
1605.173423,3
1441.803267,3
1755.920962,3
1605.173423,3
1441.803267,3
590.6965268,4
619.8377967,2
972.8604888,2
1282.72864,2
1484.70076,3
1609.350547,2
